Query,Results,Title,Type,CreateDate
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,theroleofpublicrelationsfirmsinclimatechangepolitics,article,2021
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,theclimateresponsibilitiesofindustrialmeatanddairyproducers,article,2021
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,theeffectsofrecreationexperienceenvironmentalattitudeandbiosphericvalueontheenvironmentallyresponsiblebehaviorofnaturebasedtourists,article,2015
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,howtotackleplasticbagsandbottlespollutioncrisisinpakistanacostbenefitanalysisapproach,article,2021
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,advancingbipartisandecarbonizationpolicieslessonsfromstatelevelsuccessesandfailures,article,2022
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,greenwashcorporateenvironmentaldisclosureunderthreatofaudit,article,2011
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,spatialmeaningmakingandurbanactivismtwotalesofantipxprotestsinurbanchina,article,2020
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,oldphilosophynewmovementtheriseoftheislamicecologicalparadigminthediscourseofenvironmentalism,article,2012
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,constructingmediaartifactsinasocialconstructivistenvironmenttoenhancestudentsenvironmentalawarenessandactivism,article,2015
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,reimaginingplasticpollutionandclimateactivismcontradictionsofecoeducationinrachelhopeallisonsimnotaplasticbag,article,2021
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,publicparticipationinenvironmentalmanagementinchinastatusquoandmodeinnovation,article,2014
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,valuingthebenefitsofcreekrehabilitationbuildingabusinesscaseforpublicinvestmentsinurbangreeninfrastructure,article,2015
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,chemicalleasingbusinessmodelsandcorporatesocialresponsibility,article,2014
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,throughtheirlensesarabstudentsenvironmentaldocumentationandaction,article,2020
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,periurbanisminglobalizingindiaastudyofpollutionhealthandcommunityawareness,article,2017
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,hypointerventionsintimateactivismintoxicenvironments,article,2018
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,crosscuttinginfluencesofenvironmentalprotestandlegislation,article,2009
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,explainingeuactivismandimpactinglobalclimatepoliticsistheunionanormorinterestdrivenactor,article,2012
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,critiqueonecologicalmethodologiesusedinwaterqualitystudiesandcoastalmanagementareview,article,2022
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,towardafeministagroecology,article,2021
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,bridgingactivismandtheacademyexposingenvironmentalinjusticesthroughthefeministethnographicmethodofphotovoice1,article,2015
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,betweenconfrontationandcooperationrighttowateradvocacyinthecourtsonthestreetsandatthecapitolsintheunitedstates,article,2021
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,onwebbedmonstersrevolutionaryactivistsandplutoniumglowecocrisisindianediprimaandannewaldman,article,2021
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,tourismandtransitionstowardsustainabilitydevelopingtouristsprosustainabilityagency,article,2017
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,asystemsbasedconceptualframeworkforassessingthedeterminantsofasociallicensetooperateintheminingindustry,article,2013
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,fromchemicalriskassessmenttoenvironmentalresourcesmanagementthechallengeformining,article,2013
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,towardstransgressivelearningthroughontologicalpoliticsansweringthecallofthemountaininacolombiannetworkofsustainability,article,2017
"Earth Day: Environmental Activism, Pollution, and the Steps Towards a Clean Earth",1267,thegreenbenchcananenvironmentalcourtprotectnaturalresourcesinthailand,article,2017
Pandemics Then and Now: Have we learned anything from History?,8215,lessonslearnedfromacademicmedicalcentersresponsetothecovid19pandemicinpartnershipwiththenavajonation,article,2022
Pandemics Then and Now: Have we learned anything from History?,8215,lessonslearnedsofarfromthecovid19pandemicthehvacrindustryhasbeenfocusingonmitigatingriskfromthecovid19pandemicforalmosttwoyearsbetweenmarch2020whentheashraeepidemictaskforceetfwasformedandnowthetaskforcesmembersandtheindustryasawholehavelearnedagreatdeal,article,2022
Pandemics Then and Now: Have we learned anything from History?,8215,nonpharmaceuticalinterventionsandtheinfodemicontwitterlessonslearnedfromitalyduringthecovid19pandemic,article,2021
Pandemics Then and Now: Have we learned anything from History?,8215,lessonslearnedsofarfromthecovid19pandemic,article,2022
Pandemics Then and Now: Have we learned anything from History?,8215,aroomwithaviewobservationsfromtwopandemics,article,2020
Pandemics Then and Now: Have we learned anything from History?,8215,pandemich1n12009swinefludiagnosticandotherchallenges,article,2011
Pandemics Then and Now: Have we learned anything from History?,8215,preparingstudentteacherspostpandemiclessonslearntfromprincipalsandteachersinnewzealandandgermany,article,2022
Pandemics Then and Now: Have we learned anything from History?,8215,theprojectechofirstresponderresiliencyprogramcurriculumdevelopmentlisteninggroupsandlessonslearnedtosupportprovidersvirtuallyduringapandemic,article,2021
Pandemics Then and Now: Have we learned anything from History?,8215,publicperceptionsofnonadherencetopandemicprotectionmeasuresbyselfandothersastudyofcovid19intheunitedkingdom,article,2021
Pandemics Then and Now: Have we learned anything from History?,8215,lessonslearnedaboutfaithformationinthemidstofapandemic,article,2021
Pandemics Then and Now: Have we learned anything from History?,8215,sharingourvoicestakingalearningdisabilityhistoryprojectonlineduringapandemic,article,2022
Pandemics Then and Now: Have we learned anything from History?,8215,pandemicpedagogylessonslearnedteachingasianamericanstudiesinspring2020,article,2020
Pandemics Then and Now: Have we learned anything from History?,8215,fromsensemakingtosensegivingadiscourseanalysisofthescholarlycommunicationscommunityspublicresponsetotheglobalpandemic,article,2021
Pandemics Then and Now: Have we learned anything from History?,8215,pandemicpedagogywhatwelearnedfromthesuddentransitiontoonlineteachingandhowitcanhelpuspreparetoteachwritinginanuncertainfuture,article,2021
Pandemics Then and Now: Have we learned anything from History?,8215,crisismanshipunderthemostseveresanctionslessonslearnedfromtheiraniangovernmentsresponsestothecovid19,article,2021
Pandemics Then and Now: Have we learned anything from History?,8215,maytheanalysisof1918influenzapandemicgivehintstoimaginethepossiblemagnitudeofcoronavirusdisease2019covid19,article,2020
Pandemics Then and Now: Have we learned anything from History?,8215,theplaguethatneverleftrestoringthesecondpandemictoottomanandturkishhistoryinthetimeofcovid19,article,2020
Pandemics Then and Now: Have we learned anything from History?,8215,whenlifegivesyoulemonsreachforthedonutlessonslearnedfromayearofvirtualchoir,article,2022
Pandemics Then and Now: Have we learned anything from History?,8215,peoplearedemandingjusticepandemicsprotestsandremotelearningthroughtheeyesofimmigrantyouthofcolor,article,2021
Pandemics Then and Now: Have we learned anything from History?,8215,nudgesagainstpandemicsswedenscovid19containmentstrategyinperspective,article,2020
Pandemics Then and Now: Have we learned anything from History?,8215,arewenotofinteresttoeachotherapedagogyofpresenceduringthecovid19pandemic,article,2021
Pandemics Then and Now: Have we learned anything from History?,8215,hindsightis2020lessonsinglobalhealthgovernanceoneyearintothepandemic,article,2021
Pandemics Then and Now: Have we learned anything from History?,8215,rethinkinghomeschoolpartnershipslessonslearnedfromlatinxparentsofyoungchildrenduringthecovid19era,article,2021
Pandemics Then and Now: Have we learned anything from History?,8215,whypandemicsmattertothehistoryofusstatedevelopment,article,2021
Pandemics Then and Now: Have we learned anything from History?,8215,youthsolvingpandemicshopefulfuturesinmathsclaessonsnovelpandemic,article,2021
Pandemics Then and Now: Have we learned anything from History?,8215,anticipatingtheimpactofthecovid19pandemicontbpatientsandtbcontrolprogrammes,article,2020
Pandemics Then and Now: Have we learned anything from History?,8215,survivingthroughstoryexperiencesofpeoplewithlearningdisabilitiesinthecovid19pandemic20202021,article,2022
Pandemics Then and Now: Have we learned anything from History?,8215,whatthecovid19pandemicrevealsaboutsciencepolicyandsociety,article,2021
Pandemics Then and Now: Have we learned anything from History?,8215,theeternalcycleofpandemics,article,2021
Pandemics Then and Now: Have we learned anything from History?,8215,whatcanbelearntfromaqualitativeevaluationofimplementingarapidsexualhealthtestingdiagnosisandtreatmentservice,article,2021
Pandemics Then and Now: Have we learned anything from History?,8215,remotecbtforpsychosisduringthecovid19pandemicchallengesandopportunities,article,2020
Pandemics Then and Now: Have we learned anything from History?,8215,improvisationdesignandsocialityduringthepandemicaconversationwithdenisemilsteinfromthenewyorkcitycovid19oralhistorynarrativeandmemoryarchive,article,2021
Pandemics Then and Now: Have we learned anything from History?,8215,thebelarusianrevolutionsourcesinterimoutcomesandlessonstobelearned,article,2021
Pandemics Then and Now: Have we learned anything from History?,8215,hayekoncomplexityuncertaintyandpandemicresponse,article,2020
Pandemics Then and Now: Have we learned anything from History?,8215,itookitoffmostofthetimecauseifeltcomfortableunmaskingtrustedothersandlessonslearnedfromacoronavirusdisease2019reinfectionacasereport,article,2021
Pandemics Then and Now: Have we learned anything from History?,8215,aninevitablepandemicgeographicinsightsintothecovid19globalhealthemergency,article,2020
Pandemics Then and Now: Have we learned anything from History?,8215,steeplearningcurvestosmoothsailingareappraisaloftelegeneticsamidstthecovid19pandemic,article,2021
Pandemics Then and Now: Have we learned anything from History?,8215,apersonalnarrativeonunderstandingandnavigatingtransitionalchangelessonslearnedbyanaccountingacademicamidstcovid19,article,2021
