paper_number,paper_title,bib_citation,source_title,searchit_yes_no,searchit_format,Column,Column2,Column3,Column4
264,Roots of Health Issues in The English Bulldog,"Gough, Alex and Alison Thomas. Breed Predispositions to Disease in Dogs and Cats. Oxford, UK; Ames, Iowa, USA: Blackwell Pub., 2004.",breedpredispositionstodiseaseindogsandcats,Yes,Ebook,,,,
264,Roots of Health Issues in The English Bulldog,"Jansson, M and L Laikre. “Recent Breeding History of Dog Breeds in Sweden: Modest Rates of Inbreeding, Extensive Loss of Genetic Diversity and Lack of Correlation between Inbreeding and Health.” Journal of Animal Breeding and Genetics, trans. from Zeitschrift Fur Tierzuchtung Und Zuchtungsbiologie 131, no. 2 (April 2014): 153–62. https://searchit.libraries.wsu.edu/permalink/f/12qrtj6/TN_cdi_pubmedcentral_primary_oai_pub medcentral_nih_gov_4166703",recentbreedinghistoryofdogbreedsinswedenmodestratesofinbreedingextensivelossofgeneticdiversityandlackofcorrelationbetweeninbreedingandhealth,Yes,Article,,,,
264,Roots of Health Issues in The English Bulldog,"Leclerc, Georges-Louis, Comte de Buffon, Histoire naturelle, générale et particulière. Paris: De L'Imprimerie royale, 1749-1804. Quoted in Worboys, Michael, Julie-Marie Strange, and Neil Pemberton. The Invention of the Modern Dog?: Breed and Blood in Victorian Britain.",theinventionofthemoderndogbreedandbloodinvictorianbritain,Yes,Print Book,,,,
264,Roots of Health Issues in The English Bulldog,"Ritvo, Harriet. “Pride and Pedigree: The Evolution of the Victorian Dog Fancy.” Victorian Studies 29, no. 2 (January 1986): 227. https://ntserver1.wsulibs.wsu.edu:2148/login.aspx?direct=true&db=a9h&AN=6881656&site=eh ost-live.",prideandpedigreetheevolutionofthevictoriandogfancy,Yes,Article,,,,
264,Roots of Health Issues in The English Bulldog,"Thomson, Richard “‘Les Quat’ Pattes’: The Image of the Dog in Late Nineteenth-Century French Art.”in Art History 5, no. 3 (September 1982): 323–37. https://doi.org/10.1111/j.1467-8365.1982.tb00771.x.",lesquatpattestheimageofthedoginlatenineteenthcenturyfrenchart,Yes,Article,,,,
264,Roots of Health Issues in The English Bulldog,"Worboys, Michael, Julie-Marie Strange, and Neil Pemberton. The Invention of the Modern Dog?: Breed and Blood in Victorian Britain. Baltimore, Maryland: Johns Hopkins University Press, 2018. Print.",theinventionofthemoderndogbreedandbloodinvictorianbritain,Yes,Print Book,,,,
268,Communism in China,"Friedman, Edward. “China: A Threat to or Threatened by Democracy?” Dissent 56, no. 1 (2009): 7–12. https://doi.org/10.1353/dss.0.0018. ",chinaathreattoorthreatenedbydemocracy,Yes,Article,,,,
268,Communism in China,"Perry, Elizabeth J., and Merle Goldman. Grassroots Political Reform in Contemporary China. Cambridge, MA: Harvard University Press, 2007. ",grassrootspoliticalreformincontemporarychina,Yes,Ebook,,,,
268,Communism in China,"Ip, Hung-Yok. “The Origins of Chinese Communism: A New Interpretation.” Modern China 20, no. 1 (January 1994): 34–63. https://doi.org/10.1177/009770049402000102. ",theoriginsofchinesecommunismanewinterpretation,Yes,Article,,,,
268,Communism in China,"Pei, Minxin. “China: From Tiananmen to Neo-Stalinism.” Journal of Democracy 31, no. 1 (January 2020): 148–57. https://doi.org/10.1353/jod.2020.0012. ",chinafromtiananmentoneostalinism,Yes,Article,,,,
268,Communism in China,"Rossabi, Morris. A History of China. Malden, MA: John Wiley and Sons, 2014. https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP51230785710001451.",ahistoryofchina,Yes,Ebook,,,,
270,New Communication Development in China,"Esarey, Ashley, and Qiang Xiao. ""Digital communication and political change in China."" International Journal of Communication 5 (2011): 22. https://www.researchgate.net/publication/267302626 ",digitalcommunicationandpoliticalchangeinchina,Yes,Article,,,,
270,New Communication Development in China,"Lee, Kyung Eun, Si-Heon Kim, Tae-Yang Ha, Young-Myong Yoo, Jai-Jun Han, Jae-Hyuk Jung, and Jae-Yeon Jang. ""Dependency on Smartphone Use and Its Association with Anxiety in Korea."" Public Health Reports (1974-) 131, no. 3 (2016): 411-19. Accessed February 19, 2021. http://ntserver1.wsulibs.wsu.edu:2083/stable/44297645.",dependencyonsmartphoneuseanditsassociationwithanxietyinkorea,Yes,Article,,,,
270,New Communication Development in China,"Palumbo, Matthew J., Shelly A. Johnson, Fabiane M. Mundim, Anthony Lau, Andrea C. Wolf, Subramaniam Arunachalam, Oscar Gonzalez, Jennifer L. Ulrich, Amy Washuta, and Emilio M. Bruna. ""Harnessing Smartphones for Ecological Education, Research, and Outreach."" Bulletin of the Ecological Society of America 93, no. 4 (2012): 390-93. Accessed February 19, 2021. http://ntserver1.wsulibs.wsu.edu:2083/stable/bullecosociamer.93.4.390.",harnessingsmartphonesforecologicaleducationresearchandoutreach,Yes,Article,,,,
270,New Communication Development in China,"Zhao, Yunze, and Ping Sun. ""A History of Journalism and Communication in China."" 2018. doi:10.4324/9781315720555.",ahistoryofjournalismandcommunicationinchina,Yes,Print Book,,,,
